Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D21;;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D24;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D21;Mean Cop_pro_D24;;
Zotu539;0.002262;0.003751;99.15;1.43;0.167;;;;;;Zotu230;0.003056;0.003977;99.14;0;1.83;;;;;Zotu2228;0.002454;0.004227;99.07;0.833;1.42;;
Zotu1993;0.002242;0.003718;99.16;0.143;1.42;;;;;;Zotu1202;0.003056;0.003977;99.14;0;1.83;;;;;Zotu1007;0.002407;0.004147;99.08;0.333;1.33;;
Zotu1165;0.002222;0.003685;99.16;0;1.33;;;;;;Zotu390;0.003036;0.003951;99.14;1;1.75;;;;;Zotu1662;0.002361;0.004068;99.08;0.417;1.33;;
Zotu913;0.002222;0.003685;99.16;0;1.33;;;;;;Zotu1592;0.003016;0.003925;99.15;0.429;2.17;;;;;Zotu2135;0.002361;0.004068;99.08;1.42;0;;
Zotu697;0.002222;0.003685;99.17;0;1.33;;;;;;Zotu280;0.002976;0.003874;99.15;0.143;1.83;;;;;Zotu931;0.002361;0.004068;99.09;1.5;0.25;;
Zotu1087;0.002202;0.003652;99.17;0.143;1.42;;;;;;Zotu392;0.002937;0.003822;99.16;0.857;1.33;;;;;Zotu606;0.002361;0.004068;99.09;1.42;0;;
Zotu554;0.002202;0.003652;99.18;0.714;1.58;;;;;;Zotu536;0.002917;0.003796;99.16;0;1.75;;;;;Zotu1740;0.002338;0.004028;99.1;0.917;1;;
Zotu71;0.002163;0.003587;99.18;1;0.417;;;;;;Zotu674;0.002917;0.003796;99.16;0;1.75;;;;;Zotu869;0.002338;0.004028;99.1;0.417;1.42;;
Zotu37;0.002163;0.003587;99.18;0.714;1.25;;;;;;Zotu1865;0.002917;0.003796;99.17;0;1.75;;;;;Zotu779;0.002338;0.004028;99.1;0.25;1.25;;
Zotu2115;0.002163;0.003587;99.19;0.429;1.58;;;;;;Zotu504;0.002917;0.003796;99.17;0;1.75;;;;;Zotu35;0.002315;0.003988;99.11;1.42;0.333;;
Zotu794;0.002163;0.003587;99.19;0.571;1.58;;;;;;Zotu99;0.002917;0.003796;99.17;0;1.75;;;;;Zotu341;0.002292;0.003948;99.11;0.5;1.5;;
Zotu2001;0.002143;0.003554;99.19;1.29;0;;;;;;Zotu1005;0.002917;0.003796;99.18;0;1.75;;;;;Zotu170;0.002292;0.003948;99.12;1;0.75;;
Zotu1419;0.002143;0.003554;99.2;1.29;0;;;;;;Zotu375;0.002877;0.003745;99.18;0.857;1.92;;;;;Zotu1993;0.002292;0.003948;99.12;1.42;0.0833;;
Zotu1271;0.002143;0.003554;99.2;1.29;0;;;;;;Zotu1303;0.002857;0.003719;99.19;1.71;0;;;;;Zotu1006;0.002292;0.003948;99.12;0.917;0.75;;
Zotu942;0.002143;0.003554;99.2;1.29;0;;;;;;Zotu1293;0.002857;0.003719;99.19;1.71;0;;;;;Zotu1173;0.002269;0.003908;99.13;0.75;1.33;;
Zotu41;0.002143;0.003554;99.21;0.286;1.33;;;;;;Zotu110;0.002857;0.003719;99.19;1.71;0.333;;;;;Zotu345;0.002269;0.003908;99.13;0.833;1;;
Zotu1470;0.002143;0.003554;99.21;1.29;0;;;;;;Zotu2128;0.002837;0.003693;99.2;1.29;0.917;;;;;Zotu1637;0.002245;0.003868;99.14;0.833;1.08;;
Zotu886;0.002143;0.003554;99.21;1.29;0;;;;;;Zotu103;0.002837;0.003693;99.2;1;1.58;;;;;Zotu913;0.002222;0.003828;99.14;1.33;0;;
Zotu2128;0.002123;0.003521;99.22;1.29;0.0833;;;;;;Zotu871;0.002817;0.003667;99.2;1.29;1.17;;;;;Zotu1835;0.002222;0.003828;99.14;1.42;0.167;;
Zotu2027;0.002123;0.003521;99.22;0.857;0.583;;;;;;Zotu1059;0.002778;0.003616;99.21;0;1.67;;;;;Zotu2280;0.002222;0.003828;99.15;0.75;0.917;;
Zotu763;0.002103;0.003488;99.23;0.429;1.17;;;;;;Zotu975;0.002778;0.003616;99.21;0;1.67;;;;;Zotu484;0.002199;0.003788;99.15;0.75;1;;
Zotu96;0.002103;0.003488;99.23;1.29;0.333;;;;;;Zotu2009;0.002778;0.003616;99.21;0;1.67;;;;;Zotu726;0.002199;0.003788;99.15;0.333;1.25;;
Zotu1733;0.002103;0.003488;99.23;0.429;1.17;;;;;;Zotu369;0.002738;0.003564;99.22;1.57;0.167;;;;;Zotu1016;0.002199;0.003788;99.16;0.0833;1.25;;
Zotu496;0.002083;0.003455;99.24;0;1.25;;;;;;Zotu959;0.002679;0.003486;99.22;1.43;0.25;;;;;Zotu1584;0.002199;0.003788;99.16;0.0833;1.33;;
Zotu870;0.002083;0.003455;99.24;0;1.25;;;;;;Zotu802;0.002679;0.003486;99.23;0.143;1.58;;;;;Zotu1087;0.002176;0.003748;99.17;1.42;0.167;;
Zotu77;0.002063;0.003422;99.24;1;0.333;;;;;;Zotu690;0.002659;0.003461;99.23;1.43;0.333;;;;;Zotu225;0.002176;0.003748;99.17;1.17;0.833;;
Zotu345;0.002063;0.003422;99.25;0.857;0.833;;;;;;Zotu60;0.002659;0.003461;99.23;1.14;1.33;;;;;Zotu1883;0.002176;0.003748;99.17;0.833;0.917;;
Zotu608;0.002063;0.003422;99.25;0.286;1.33;;;;;;Zotu631;0.002639;0.003435;99.24;0;1.58;;;;;Zotu687;0.002176;0.003748;99.18;0.167;1.25;;
Zotu2085;0.002044;0.003389;99.25;1;0.583;;;;;;Zotu579;0.002639;0.003435;99.24;0;1.58;;;;;Zotu763;0.002176;0.003748;99.18;1.17;0.833;;
Zotu434;0.002024;0.003356;99.26;0.571;1.33;;;;;;Zotu811;0.002639;0.003435;99.24;0;1.58;;;;;Zotu130;0.002153;0.003709;99.18;1.33;0.25;;
Zotu1363;0.002004;0.003323;99.26;1.14;0.0833;;;;;;Zotu920;0.002639;0.003435;99.25;0;1.58;;;;;Zotu1258;0.002153;0.003709;99.19;0.0833;1.25;;
Zotu294;0.002004;0.003323;99.26;0.286;1.25;;;;;;Zotu851;0.002639;0.003435;99.25;0;1.58;;;;;Zotu40;0.002153;0.003709;99.19;0.0833;1.25;;
Zotu1378;0.002004;0.003323;99.27;0.286;1.25;;;;;;Zotu332;0.002639;0.003435;99.25;1.57;0.0833;;;;;Zotu1979;0.002106;0.003629;99.2;0.917;1;;
Zotu90;0.001964;0.003257;99.27;0.857;1.08;;;;;;Zotu292;0.002639;0.003435;99.26;0;1.58;;;;;Zotu870;0.002083;0.003589;99.2;1.25;0;;
Zotu144;0.001944;0.003225;99.27;0;1.17;;;;;;Zotu621;0.002619;0.003409;99.26;0.143;1.67;;;;;Zotu1743;0.002083;0.003589;99.2;1.25;0.167;;
Zotu103;0.001925;0.003192;99.28;1;0.75;;;;;;Zotu1253;0.002619;0.003409;99.26;1.29;0.667;;;;;Zotu526;0.002083;0.003589;99.21;0;1.25;;
Zotu1063;0.001925;0.003192;99.28;0.286;1.25;;;;;;Zotu1017;0.002619;0.003409;99.27;1.57;0;;;;;Zotu1050;0.002083;0.003589;99.21;1;0.417;;
Zotu807;0.001905;0.003159;99.28;1.14;0;;;;;;Zotu309;0.002619;0.003409;99.27;1.57;0;;;;;Zotu1049;0.00206;0.003549;99.21;0.417;1.17;;
Zotu1118;0.001905;0.003159;99.29;1.14;0;;;;;;Zotu72;0.002579;0.003357;99.27;1.43;0.833;;;;;Zotu840;0.00206;0.003549;99.22;1.33;0.333;;
Zotu341;0.001905;0.003159;99.29;1.29;0.5;;;;;;Zotu1582;0.002579;0.003357;99.28;0.286;1.5;;;;;Zotu1469;0.00206;0.003549;99.22;0.75;0.833;;
Zotu2243;0.001885;0.003126;99.29;1;0.25;;;;;;Zotu1707;0.00256;0.003331;99.28;1.71;0.417;;;;;Zotu142;0.00206;0.003549;99.22;1.25;0.0833;;
Zotu187;0.001865;0.003093;99.29;0.143;1.17;;;;;;Zotu499;0.00256;0.003331;99.28;1.57;0.0833;;;;;Zotu2094;0.002037;0.003509;99.23;0.667;0.917;;
Zotu609;0.001825;0.003027;99.3;0.857;0.333;;;;;;Zotu213;0.00256;0.003331;99.29;1.14;1.08;;;;;Zotu1135;0.002037;0.003509;99.23;0.167;1.25;;
Zotu489;0.001806;0.002994;99.3;0;1.08;;;;;;Zotu1912;0.00252;0.00328;99.29;0.143;1.58;;;;;Zotu90;0.002037;0.003509;99.24;1.08;0.75;;
Zotu1182;0.001806;0.002994;99.3;0;1.08;;;;;;Zotu1046;0.00252;0.00328;99.29;1.57;0.583;;;;;Zotu1063;0.002037;0.003509;99.24;1.25;0.0833;;
Zotu1273;0.001806;0.002994;99.31;0.143;1.08;;;;;;Zotu80;0.0025;0.003254;99.3;0.857;1.5;;;;;Zotu454;0.002014;0.003469;99.24;1;0.917;;
Zotu484;0.001806;0.002994;99.31;0.571;0.75;;;;;;Zotu908;0.0025;0.003254;99.3;0;1.5;;;;;Zotu1131;0.002014;0.003469;99.25;0.417;1.42;;
Zotu1573;0.001766;0.002928;99.31;1;0.0833;;;;;;Zotu1091;0.0025;0.003254;99.3;0;1.5;;;;;Zotu1733;0.002014;0.003469;99.25;1.17;0.25;;
Zotu684;0.001766;0.002928;99.32;0.857;0.417;;;;;;Zotu1951;0.0025;0.003254;99.31;0;1.5;;;;;Zotu1199;0.001991;0.003429;99.25;1;0.667;;
Zotu2255;0.001766;0.002928;99.32;0.143;1.08;;;;;;Zotu739;0.0025;0.003254;99.31;0;1.5;;;;;Zotu149;0.001991;0.003429;99.26;1;0.333;;
Zotu646;0.001766;0.002928;99.32;1;0.0833;;;;;;Zotu1028;0.0025;0.003254;99.31;0;1.5;;;;;Zotu777;0.001968;0.00339;99.26;0.0833;1.17;;
Zotu441;0.001746;0.002896;99.32;0.429;0.833;;;;;;Zotu341;0.0025;0.003254;99.32;1.29;1.5;;;;;Zotu71;0.001944;0.00335;99.26;0.417;1.17;;
Zotu1699;0.001726;0.002863;99.33;1.14;0.25;;;;;;Zotu275;0.00248;0.003228;99.32;1.43;0.25;;;;;Zotu268;0.001944;0.00335;99.27;0;1.17;;
Zotu146;0.001726;0.002863;99.33;0.286;0.917;;;;;;Zotu559;0.00244;0.003177;99.32;1.57;0.583;;;;;Zotu1524;0.001944;0.00335;99.27;1.17;0;;
Zotu1912;0.001706;0.00283;99.33;0.143;1;;;;;;Zotu2175;0.002421;0.003151;99.33;0.857;1.33;;;;;Zotu144;0.001875;0.00323;99.27;1.17;0.75;;
Zotu1676;0.001706;0.00283;99.34;1.14;0.167;;;;;;Zotu2239;0.002421;0.003151;99.33;0.286;1.5;;;;;Zotu1273;0.001875;0.00323;99.28;1.08;0.167;;
Zotu2119;0.001706;0.00283;99.34;1.14;1;;;;;;Zotu281;0.002401;0.003125;99.33;0.857;1.08;;;;;Zotu527;0.001852;0.00319;99.28;1.17;0.333;;
Zotu149;0.001706;0.00283;99.34;0.143;1;;;;;;Zotu1831;0.002401;0.003125;99.33;1;1.08;;;;;Zotu1122;0.001852;0.00319;99.28;0.167;1.08;;
Zotu1950;0.001706;0.00283;99.34;0.571;1;;;;;;Zotu1014;0.002381;0.003099;99.34;1.43;0.167;;;;;Zotu1182;0.001806;0.00311;99.29;1.08;0.167;;
Zotu586;0.001706;0.00283;99.35;0.714;1;;;;;;Zotu1261;0.002381;0.003099;99.34;1.43;0;;;;;Zotu1818;0.001806;0.00311;99.29;0;1.08;;
Zotu1617;0.001687;0.002797;99.35;0.714;0.417;;;;;;Zotu1369;0.002381;0.003099;99.34;1.43;0;;;;;Zotu1591;0.001806;0.00311;99.29;0;1.08;;
Zotu1740;0.001687;0.002797;99.35;0.571;0.917;;;;;;Zotu869;0.002361;0.003073;99.35;0;1.42;;;;;Zotu611;0.001806;0.00311;99.29;0;1.08;;
Zotu1747;0.001687;0.002797;99.36;0.143;1.08;;;;;;Zotu96;0.002361;0.003073;99.35;1.29;0.917;;;;;Zotu48;0.001782;0.003071;99.3;1.17;0.75;;
Zotu671;0.001687;0.002797;99.36;1;0.0833;;;;;;Zotu2228;0.002361;0.003073;99.35;0;1.42;;;;;Zotu2255;0.001782;0.003071;99.3;1.08;0.0833;;
Zotu778;0.001667;0.002764;99.36;1;0;;;;;;Zotu1002;0.002361;0.003073;99.36;1.29;1.08;;;;;Zotu641;0.001782;0.003071;99.3;0.75;0.5;;
Zotu524;0.001667;0.002764;99.36;1;0;;;;;;Zotu1290;0.002361;0.003073;99.36;0;1.42;;;;;Zotu1686;0.001782;0.003071;99.31;0.75;1.08;;
Zotu376;0.001667;0.002764;99.37;0;1;;;;;;Zotu1950;0.002341;0.003047;99.36;0.571;1.33;;;;;Zotu139;0.001782;0.003071;99.31;0.75;0.583;;
Zotu1372;0.001667;0.002764;99.37;0;1;;;;;;Zotu590;0.002321;0.003022;99.37;0.857;1.25;;;;;Zotu441;0.001759;0.003031;99.31;0.833;0.417;;
Zotu522;0.001667;0.002764;99.37;0;1;;;;;;Zotu391;0.002321;0.003022;99.37;1.14;0.917;;;;;Zotu1266;0.001759;0.003031;99.32;0.417;0.917;;
Zotu170;0.001667;0.002764;99.38;0;1;;;;;;Zotu319;0.002302;0.002996;99.37;1.29;0.5;;;;;Zotu339;0.001736;0.002991;99.32;0.75;0.583;;
Zotu454;0.001667;0.002764;99.38;0;1;;;;;;Zotu345;0.002302;0.002996;99.37;0.857;1;;;;;Zotu1152;0.001736;0.002991;99.32;0.25;1;;
Zotu334;0.001667;0.002764;99.38;1;0;;;;;;Zotu128;0.002302;0.002996;99.38;1.43;0.667;;;;;Zotu1650;0.001736;0.002991;99.32;0.917;0.333;;
Zotu1791;0.001667;0.002764;99.38;1;0;;;;;;Zotu2263;0.002262;0.002944;99.38;1.43;0.167;;;;;Zotu1747;0.001736;0.002991;99.33;1.08;0.0833;;
Zotu1050;0.001667;0.002764;99.39;0;1;;;;;;Zotu1662;0.002262;0.002944;99.38;0.143;1.33;;;;;Zotu291;0.001736;0.002991;99.33;0.417;0.917;;
Zotu791;0.001667;0.002764;99.39;1;0;;;;;;Zotu1534;0.002242;0.002918;99.39;1.29;0.25;;;;;Zotu54;0.001713;0.002951;99.33;1.08;0.167;;
Zotu464;0.001647;0.002731;99.39;0.143;1.08;;;;;;Zotu513;0.002222;0.002892;99.39;0;1.33;;;;;Zotu319;0.001713;0.002951;99.34;0.917;0.5;;
Zotu417;0.001627;0.002698;99.39;0.429;0.833;;;;;;Zotu1173;0.002222;0.002892;99.39;0;1.33;;;;;Zotu1372;0.001713;0.002951;99.34;1;0.167;;
Zotu1338;0.001607;0.002665;99.4;0.571;0.917;;;;;;Zotu1584;0.002222;0.002892;99.4;0.429;1.33;;;;;Zotu1825;0.00169;0.002911;99.34;0.833;0.667;;
Zotu2094;0.001587;0.002632;99.4;0.571;0.667;;;;;;Zotu2095;0.002202;0.002867;99.4;0.571;1.42;;;;;Zotu376;0.001667;0.002871;99.35;1;0.25;;
Zotu1792;0.001587;0.002632;99.4;0.857;0.5;;;;;;Zotu779;0.002202;0.002867;99.4;0.143;1.25;;;;;Zotu96;0.001667;0.002871;99.35;0.333;0.917;;
Zotu743;0.001587;0.002632;99.4;0.143;1;;;;;;Zotu2001;0.002143;0.002789;99.4;1.29;0;;;;;Zotu1568;0.001667;0.002871;99.35;0.25;1;;
Zotu2218;0.001528;0.002534;99.41;0;0.917;;;;;;Zotu539;0.002143;0.002789;99.41;1.43;0.333;;;;;Zotu533;0.001644;0.002831;99.35;0.417;0.75;;
Zotu486;0.001528;0.002534;99.41;0;0.917;;;;;;Zotu1419;0.002143;0.002789;99.41;1.29;0;;;;;Zotu1439;0.00162;0.002791;99.36;0.167;0.917;;
Zotu1006;0.001528;0.002534;99.41;0;0.917;;;;;;Zotu1271;0.002143;0.002789;99.41;1.29;0;;;;;Zotu108;0.00162;0.002791;99.36;0.75;0.667;;
Zotu51;0.001528;0.002534;99.41;0.571;0.583;;;;;;Zotu942;0.002143;0.002789;99.41;1.29;0;;;;;Zotu605;0.00162;0.002791;99.36;0.167;0.917;;
Zotu1202;0.001528;0.002534;99.42;0;0.917;;;;;;Zotu1470;0.002143;0.002789;99.42;1.29;0;;;;;Zotu435;0.001597;0.002752;99.37;1;0.333;;
Zotu308;0.001528;0.002534;99.42;0;0.917;;;;;;Zotu886;0.002143;0.002789;99.42;1.29;0;;;;;Zotu577;0.001597;0.002752;99.37;0.25;0.833;;
Zotu1176;0.001528;0.002534;99.42;0;0.917;;;;;;Zotu2027;0.002123;0.002763;99.42;0.857;0.583;;;;;Zotu1932;0.001574;0.002712;99.37;0.333;0.75;;
Zotu1247;0.001528;0.002534;99.43;0;0.917;;;;;;Zotu1258;0.002083;0.002712;99.43;0;1.25;;;;;Zotu2128;0.001574;0.002712;99.37;0.0833;0.917;;
Zotu99;0.001528;0.002534;99.43;0;0.917;;;;;;Zotu179;0.002083;0.002712;99.43;0.286;1.25;;;;;Zotu665;0.001574;0.002712;99.38;0.5;0.75;;
Zotu930;0.001528;0.002534;99.43;0.143;0.917;;;;;;Zotu809;0.002083;0.002712;99.43;0;1.25;;;;;Zotu1955;0.001551;0.002672;99.38;0.75;0.583;;
Zotu756;0.001488;0.002468;99.43;0.857;0.0833;;;;;;Zotu687;0.002083;0.002712;99.43;0;1.25;;;;;Zotu178;0.001551;0.002672;99.38;0.25;0.75;;
Zotu104;0.001468;0.002435;99.44;0.429;0.833;;;;;;Zotu1016;0.002083;0.002712;99.44;0;1.25;;;;;Zotu2027;0.001551;0.002672;99.38;0.583;0.583;;
Zotu1914;0.001468;0.002435;99.44;0.714;0.5;;;;;;Zotu726;0.002083;0.002712;99.44;0;1.25;;;;;Zotu1176;0.001528;0.002632;99.39;0.917;0.167;;
Zotu204;0.001448;0.002402;99.44;0.143;0.917;;;;;;Zotu777;0.002063;0.002686;99.44;0.429;1.17;;;;;Zotu104;0.001528;0.002632;99.39;0.833;0.75;;
Zotu1277;0.001429;0.002369;99.44;0.857;0;;;;;;Zotu1818;0.002044;0.00266;99.44;0.286;1.08;;;;;Zotu623;0.001528;0.002632;99.39;0.667;0.667;;
Zotu1044;0.001429;0.002369;99.44;0.857;0;;;;;;Zotu1135;0.002044;0.00266;99.45;0.143;1.25;;;;;Zotu2244;0.001528;0.002632;99.39;0;0.917;;
Zotu1309;0.001429;0.002369;99.45;0.857;0;;;;;;Zotu1179;0.002044;0.00266;99.45;0.429;1.08;;;;;Zotu1247;0.001528;0.002632;99.4;0.917;0;;
Zotu950;0.001429;0.002369;99.45;0.857;0;;;;;;Zotu447;0.002004;0.002608;99.45;0.286;1.25;;;;;Zotu1432;0.001505;0.002592;99.4;0.833;0.25;;
Zotu1825;0.001429;0.002369;99.45;0.143;0.833;;;;;;Zotu268;0.001984;0.002583;99.46;0.143;1.17;;;;;Zotu135;0.001481;0.002552;99.4;0.833;0.333;;
Zotu327;0.001429;0.002369;99.45;0.857;0.333;;;;;;Zotu1378;0.001964;0.002557;99.46;0.286;1.08;;;;;Zotu1186;0.001481;0.002552;99.41;0.167;0.833;;
Zotu2183;0.001409;0.002336;99.46;0.714;0.25;;;;;;Zotu1049;0.001944;0.002531;99.46;0;1.17;;;;;Zotu662;0.001481;0.002552;99.41;0.167;0.833;;
Zotu1444;0.001409;0.002336;99.46;0.857;0.0833;;;;;;Zotu2094;0.001925;0.002505;99.46;0.571;0.917;;;;;Zotu1167;0.001458;0.002512;99.41;0.75;0.25;;
Zotu161;0.001389;0.002303;99.46;0.571;0.5;;;;;;Zotu2085;0.001905;0.002479;99.47;1;0.333;;;;;Zotu1060;0.001435;0.002472;99.41;0.75;0.333;;
Zotu1432;0.001389;0.002303;99.46;0;0.833;;;;;;Zotu1363;0.001905;0.002479;99.47;1.14;0;;;;;Zotu1110;0.001435;0.002472;99.42;0.167;0.75;;
Zotu956;0.001389;0.002303;99.47;0.714;0.167;;;;;;Zotu807;0.001905;0.002479;99.47;1.14;0;;;;;Zotu1288;0.001435;0.002472;99.42;0.667;0.333;;
Zotu1035;0.001389;0.002303;99.47;0;0.833;;;;;;Zotu1118;0.001905;0.002479;99.47;1.14;0;;;;;Zotu86;0.001412;0.002433;99.42;0.167;0.75;;
Zotu2228;0.001389;0.002303;99.47;0;0.833;;;;;;Zotu461;0.001905;0.002479;99.48;0.571;1.33;;;;;Zotu655;0.001389;0.002393;99.42;0.667;0.333;;
Zotu95;0.001369;0.00227;99.47;0.143;0.75;;;;;;Zotu2243;0.001885;0.002453;99.48;1;0.25;;;;;Zotu81;0.001389;0.002393;99.42;0.667;0.417;;
Zotu641;0.001369;0.00227;99.47;0.143;0.75;;;;;;Zotu1900;0.001885;0.002453;99.48;0.714;0.583;;;;;Zotu1177;0.001389;0.002393;99.43;0.25;0.75;;
Zotu312;0.001369;0.00227;99.48;0.286;0.917;;;;;;Zotu1612;0.001865;0.002428;99.48;0.857;0.5;;;;;Zotu298;0.001389;0.002393;99.43;0;0.833;;
Zotu1805;0.001369;0.00227;99.48;0.857;0.25;;;;;;Zotu646;0.001865;0.002428;99.48;1;0.167;;;;;Zotu2207;0.001389;0.002393;99.43;0.667;0.5;;
Zotu2182;0.001349;0.002237;99.48;0.286;0.667;;;;;;Zotu895;0.001845;0.002402;99.49;0.571;0.75;;;;;Zotu2123;0.001389;0.002393;99.43;0;0.833;;
Zotu148;0.001329;0.002205;99.48;0.429;0.583;;;;;;Zotu1740;0.001825;0.002376;99.49;0.571;1;;;;;Zotu1413;0.001389;0.002393;99.44;0;0.833;;
Zotu108;0.001329;0.002205;99.49;0.286;0.75;;;;;;Zotu1591;0.001806;0.00235;99.49;0;1.08;;;;;Zotu593;0.001389;0.002393;99.44;0;0.833;;
Zotu1627;0.001329;0.002205;99.49;0.429;1.08;;;;;;Zotu611;0.001806;0.00235;99.49;0;1.08;;;;;Zotu1127;0.001389;0.002393;99.44;0;0.833;;
Zotu2207;0.00131;0.002172;99.49;0.286;0.667;;;;;;Zotu1150;0.001806;0.00235;99.5;0;1.08;;;;;Zotu1061;0.001389;0.002393;99.44;0;0.833;;
Zotu197;0.00131;0.002172;99.49;0.429;0.667;;;;;;Zotu856;0.001806;0.00235;99.5;0;1.08;;;;;Zotu199;0.001366;0.002353;99.45;0.5;0.833;;
Zotu654;0.00129;0.002139;99.49;0.286;0.583;;;;;;Zotu1165;0.001806;0.00235;99.5;0;1.08;;;;;Zotu1742;0.001366;0.002353;99.45;0.667;0.417;;
Zotu1242;0.00129;0.002139;99.5;0.714;0.0833;;;;;;Zotu1122;0.001806;0.00235;99.5;0;1.08;;;;;Zotu257;0.001366;0.002353;99.45;0.417;0.667;;
Zotu1989;0.00129;0.002139;99.5;0.714;0.0833;;;;;;Zotu1932;0.001806;0.00235;99.51;0.571;0.75;;;;;Zotu337;0.001366;0.002353;99.45;0.75;0.333;;
Zotu2219;0.00129;0.002139;99.5;0.714;0.417;;;;;;Zotu1699;0.001786;0.002324;99.51;1.14;0.333;;;;;Zotu397;0.001343;0.002313;99.46;0.667;0.75;;
Zotu2067;0.00129;0.002139;99.5;0.143;0.75;;;;;;Zotu1926;0.001786;0.002324;99.51;0.286;1.17;;;;;Zotu369;0.001343;0.002313;99.46;0.833;0.167;;
Zotu139;0.00129;0.002139;99.51;0.143;0.75;;;;;;Zotu668;0.001766;0.002298;99.51;0.571;1.25;;;;;Zotu1792;0.001343;0.002313;99.46;0.5;0.75;;
Zotu1472;0.00127;0.002106;99.51;0.286;0.667;;;;;;Zotu1792;0.001766;0.002298;99.52;0.857;0.75;;;;;Zotu157;0.001319;0.002273;99.46;0.667;0.417;;
Zotu1899;0.00125;0.002073;99.51;0;0.75;;;;;;Zotu763;0.001746;0.002273;99.52;0.429;0.833;;;;;Zotu1830;0.001319;0.002273;99.46;0.583;0.417;;
Zotu1173;0.00125;0.002073;99.51;0;0.75;;;;;;Zotu2179;0.001726;0.002247;99.52;0.714;0.583;;;;;Zotu1909;0.001296;0.002233;99.47;0.667;0.167;;
Zotu270;0.00125;0.002073;99.51;0;0.75;;;;;;Zotu1241;0.001726;0.002247;99.52;0.143;0.917;;;;;Zotu2067;0.001296;0.002233;99.47;0.75;0.167;;
Zotu1537;0.00125;0.002073;99.52;0;0.75;;;;;;Zotu534;0.001706;0.002221;99.52;0.857;0.667;;;;;Zotu1035;0.001296;0.002233;99.47;0.833;0.167;;
Zotu1060;0.00125;0.002073;99.52;0;0.75;;;;;;Zotu1676;0.001706;0.002221;99.53;1.14;0.167;;;;;Zotu2085;0.001296;0.002233;99.47;0.583;0.333;;
Zotu1955;0.00125;0.002073;99.52;0;0.75;;;;;;Zotu791;0.001687;0.002195;99.53;1;0.0833;;;;;Zotu174;0.001296;0.002233;99.48;0.667;0.833;;
Zotu1657;0.00125;0.002073;99.52;0.143;0.75;;;;;;Zotu778;0.001667;0.002169;99.53;1;0;;;;;Zotu568;0.001296;0.002233;99.48;0.333;0.833;;
Zotu920;0.00125;0.002073;99.52;0;0.75;;;;;;Zotu524;0.001667;0.002169;99.53;1;0;;;;;Zotu2163;0.001296;0.002233;99.48;0.333;0.583;;
Zotu1167;0.00125;0.002073;99.53;0.143;0.75;;;;;;Zotu1573;0.001667;0.002169;99.54;1;0;;;;;Zotu102;0.001273;0.002193;99.48;0.75;0.25;;
Zotu2280;0.00125;0.002073;99.53;0;0.75;;;;;;Zotu77;0.001667;0.002169;99.54;1;0;;;;;Zotu2074;0.001273;0.002193;99.48;0.667;0.25;;
Zotu1150;0.00125;0.002073;99.53;0;0.75;;;;;;Zotu1064;0.001667;0.002169;99.54;0;1;;;;;Zotu724;0.001273;0.002193;99.49;0.0833;0.75;;
Zotu734;0.00125;0.002073;99.53;0;0.75;;;;;;Zotu1152;0.001667;0.002169;99.54;0;1;;;;;Zotu131;0.001273;0.002193;99.49;0.417;0.583;;
Zotu1535;0.00125;0.002073;99.53;0.714;0.25;;;;;;Zotu61;0.001667;0.002169;99.54;0.857;1.33;;;;;Zotu1657;0.00125;0.002153;99.49;0.75;0;;
Zotu1469;0.00125;0.002073;99.54;0;0.75;;;;;;Zotu1791;0.001667;0.002169;99.55;1;0;;;;;Zotu1326;0.00125;0.002153;99.49;0.583;0.25;;
Zotu665;0.00123;0.00204;99.54;0.429;0.5;;;;;;Zotu1568;0.001667;0.002169;99.55;0.143;1;;;;;Zotu1537;0.00125;0.002153;99.5;0.75;0;;
Zotu1032;0.00123;0.00204;99.54;0.714;0.167;;;;;;Zotu484;0.001667;0.002169;99.55;0.571;1;;;;;Zotu1263;0.00125;0.002153;99.5;0.5;0.417;;
Zotu157;0.00123;0.00204;99.54;0.429;0.667;;;;;;Zotu671;0.001667;0.002169;99.55;1;0;;;;;Zotu1899;0.00125;0.002153;99.5;0.75;0;;
Zotu1123;0.00123;0.00204;99.54;0.714;0.333;;;;;;Zotu334;0.001647;0.002144;99.55;1;0.0833;;;;;Zotu1595;0.00125;0.002153;99.5;0.583;0.417;;
Zotu123;0.00121;0.002007;99.55;0.143;0.75;;;;;;Zotu90;0.001647;0.002144;99.56;0.857;0.75;;;;;Zotu1870;0.00125;0.002153;99.5;0;0.75;;
Zotu1428;0.00119;0.001974;99.55;0.714;0;;;;;;Zotu1242;0.001587;0.002066;99.56;0.714;0.333;;;;;Zotu2137;0.00125;0.002153;99.51;0.167;0.667;;
Zotu1190;0.00119;0.001974;99.55;0.714;0;;;;;;Zotu509;0.001587;0.002066;99.56;0.286;1;;;;;Zotu895;0.00125;0.002153;99.51;0;0.75;;
Zotu1854;0.00119;0.001974;99.55;0.714;0;;;;;;Zotu2280;0.001528;0.001989;99.56;0;0.917;;;;;Zotu784;0.001227;0.002114;99.51;0.75;0.0833;;
