Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D21;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D24;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D21;Mean Cop_ctr_D24;
Zotu1422;0.04346;0.05553;93.78;1.09;27.2;;;;Zotu142;0.05795;0.06971;91.75;35.1;0.5;;;;Zotu194;0.03324;0.06115;91.34;18.8;19.3;
Zotu247;0.04311;0.05507;93.83;0.636;26.5;;;;Zotu1557;0.05775;0.06947;91.82;16.9;49.5;;;;Zotu160;0.03271;0.06017;91.4;10.9;16.3;
Zotu1909;0.04212;0.05382;93.89;25.9;0.667;;;;Zotu120;0.05766;0.06936;91.89;0.182;34.8;;;;Zotu289;0.03222;0.05928;91.46;1.75;19.7;
Zotu1330;0.04066;0.05194;93.94;2.55;26.7;;;;Zotu195;0.05758;0.06925;91.96;0.455;35;;;;Zotu532;0.03208;0.05902;91.52;28.3;21.7;
Zotu1861;0.03754;0.04796;93.99;0.727;23.3;;;;Zotu1883;0.0575;0.06916;92.03;31.4;16.7;;;;Zotu446;0.03181;0.05851;91.58;27.6;9.33;
Zotu324;0.03742;0.04782;94.03;22.5;0;;;;Zotu1530;0.05494;0.06608;92.1;6.27;31.8;;;;Zotu240;0.0315;0.05796;91.64;12.3;14.4;
Zotu1261;0.03742;0.04782;94.08;22.5;0;;;;Zotu190;0.05314;0.06392;92.16;0.182;31.9;;;;Zotu150;0.0315;0.05796;91.69;18.5;23.2;
Zotu238;0.03578;0.04572;94.13;0.364;21.8;;;;Zotu1958;0.0513;0.06171;92.22;9.55;36.8;;;;Zotu73;0.03148;0.05792;91.75;13.3;29.1;
Zotu1102;0.03562;0.04551;94.17;21.5;0.0833;;;;Zotu1673;0.05107;0.06143;92.28;30.7;0.0833;;;;Zotu193;0.03116;0.05732;91.81;20.6;19.9;
Zotu202;0.03501;0.04473;94.22;1.27;22.3;;;;Zotu373;0.05021;0.0604;92.34;29.4;9.25;;;;Zotu238;0.03102;0.05707;91.87;21.8;19.3;
Zotu563;0.03463;0.04425;94.26;25.5;9.92;;;;Zotu171;0.04958;0.05964;92.4;0;29.8;;;;Zotu21;0.03097;0.05698;91.92;13.4;20.6;
Zotu686;0.03456;0.04415;94.31;22.6;3.42;;;;Zotu973;0.0487;0.05858;92.46;0.364;29.6;;;;Zotu614;0.03081;0.05668;91.98;6.67;20.3;
Zotu243;0.03375;0.04312;94.35;0;20.3;;;;Zotu2254;0.04841;0.05823;92.52;2.45;31.5;;;;Zotu484;0.03067;0.05643;92.04;1.92;20.1;
Zotu528;0.03361;0.04294;94.39;1.09;21.2;;;;Zotu188;0.04749;0.05712;92.58;1.09;29.6;;;;Zotu1917;0.03053;0.05617;92.09;29.6;21.9;
Zotu973;0.03356;0.04288;94.43;0.364;20.5;;;;Zotu134;0.04601;0.05534;92.63;30;2.83;;;;Zotu191;0.03049;0.05609;92.15;10.6;24.1;
Zotu109;0.03314;0.04235;94.48;0.727;20.6;;;;Zotu18;0.0459;0.05521;92.69;12.3;29.1;;;;Zotu1330;0.0303;0.05575;92.21;26.7;27.2;
Zotu1995;0.03249;0.04151;94.52;21.4;2.75;;;;Zotu207;0.04559;0.05484;92.74;0.0909;27.4;;;;Zotu203;0.03009;0.05536;92.26;10.6;10.8;
Zotu24;0.03184;0.04068;94.56;1.91;19;;;;Zotu170;0.04473;0.05381;92.8;26.5;0.75;;;;Zotu145;0.02993;0.05506;92.32;11.2;24.3;
Zotu234;0.03172;0.04052;94.6;22.4;4.33;;;;Zotu229;0.04446;0.05347;92.85;1.91;28.4;;;;Zotu1422;0.02963;0.05451;92.37;27.2;12.9;
Zotu194;0.03049;0.03896;94.64;0.545;18.8;;;;Zotu69;0.04446;0.05347;92.9;38.1;15.6;;;;Zotu279;0.02937;0.05404;92.42;1.67;18.9;
Zotu106;0.02989;0.03818;94.68;0.818;18.8;;;;Zotu2231;0.04426;0.05323;92.96;29.8;11.9;;;;Zotu353;0.02933;0.05396;92.48;0.833;18.3;
Zotu2112;0.02942;0.03759;94.71;18.4;1;;;;Zotu1922;0.04413;0.05308;93.01;1.27;27.8;;;;Zotu265;0.02907;0.05349;92.53;11.1;11.7;
Zotu1979;0.0292;0.03731;94.75;18.1;0.75;;;;Zotu481;0.04314;0.05189;93.06;0.364;26.3;;;;Zotu293;0.0288;0.05298;92.58;14.8;18.2;
Zotu2163;0.02909;0.03717;94.79;17.5;0;;;;Zotu73;0.04183;0.05031;93.11;4.45;29.1;;;;Zotu355;0.02812;0.05174;92.64;5.17;18;
Zotu206;0.02889;0.03691;94.83;0;17.3;;;;Zotu2196;0.04146;0.04987;93.16;17.5;29.2;;;;Zotu996;0.02801;0.05153;92.69;18.1;16.3;
Zotu1880;0.02879;0.03678;94.86;17.3;0;;;;Zotu1330;0.04114;0.04948;93.21;2.55;27.2;;;;Zotu296;0.02725;0.05012;92.74;0.917;16.9;
Zotu150;0.02871;0.03668;94.9;3;18.5;;;;Zotu563;0.04056;0.04878;93.26;25.5;13.3;;;;Zotu292;0.02713;0.04991;92.79;9.08;12.9;
Zotu227;0.02819;0.03602;94.94;0;16.9;;;;Zotu1909;0.0403;0.04848;93.31;25.9;2.17;;;;Zotu556;0.02595;0.04774;92.84;10.8;12.3;
Zotu358;0.02801;0.03578;94.97;8.73;10.2;;;;Zotu259;0.04021;0.04837;93.36;0.182;24.3;;;;Zotu440;0.02562;0.04714;92.88;4.92;17.7;
Zotu2074;0.02742;0.03504;95.01;17.2;3;;;;Zotu95;0.03811;0.04583;93.4;0.0909;22.8;;;;Zotu271;0.0253;0.04655;92.93;4;17.5;
Zotu59;0.02736;0.03496;95.04;2.45;16.8;;;;Zotu281;0.03745;0.04504;93.45;0.545;23;;;;Zotu416;0.02516;0.04629;92.98;7.83;15.1;
Zotu1334;0.02712;0.03465;95.08;16.3;0;;;;Zotu324;0.03742;0.04501;93.49;22.5;0;;;;Zotu1861;0.02502;0.04604;93.02;23.3;9.92;
Zotu112;0.02687;0.03433;95.11;13.8;11;;;;Zotu1261;0.03742;0.04501;93.54;22.5;0;;;;Zotu183;0.02498;0.04595;93.07;4.25;15.6;
Zotu403;0.02682;0.03426;95.14;16.1;0;;;;Zotu562;0.03731;0.04488;93.58;8.45;27.9;;;;Zotu177;0.02491;0.04582;93.11;17.2;2.33;
Zotu481;0.02667;0.03407;95.18;0.364;16.3;;;;Zotu595;0.03698;0.04448;93.63;0.909;23.1;;;;Zotu313;0.0247;0.04544;93.16;5.17;15.1;
Zotu1848;0.02561;0.03272;95.21;0.636;16;;;;Zotu150;0.03649;0.04389;93.67;3;23.2;;;;Zotu1007;0.02463;0.04531;93.2;4.75;13.3;
Zotu317;0.02515;0.03213;95.24;15.1;0;;;;Zotu413;0.03607;0.04339;93.71;0.182;21.8;;;;Zotu1743;0.02458;0.04523;93.25;3.25;14.3;
Zotu246;0.02489;0.0318;95.28;0.182;15.1;;;;Zotu1917;0.03592;0.04321;93.76;0.364;21.9;;;;Zotu106;0.02454;0.04514;93.29;18.8;7.67;
Zotu190;0.02467;0.03152;95.31;0.182;14.8;;;;Zotu686;0.03581;0.04307;93.8;22.6;1.5;;;;Zotu243;0.024;0.04416;93.34;20.3;19.9;
Zotu188;0.02449;0.0313;95.34;1.09;15.7;;;;Zotu884;0.03569;0.04293;93.84;0;21.4;;;;Zotu149;0.02359;0.0434;93.38;9.08;11;
Zotu255;0.02447;0.03126;95.37;1.36;16;;;;Zotu1102;0.03548;0.04268;93.89;21.5;0.167;;;;Zotu1468;0.02352;0.04327;93.43;14.3;3.58;
Zotu1886;0.02447;0.03126;95.4;15.1;0.833;;;;Zotu535;0.03511;0.04224;93.93;9.45;27.4;;;;Zotu227;0.02322;0.04271;93.47;16.9;6.33;
Zotu2196;0.02446;0.03125;95.43;17.5;16.6;;;;Zotu234;0.03484;0.0419;93.97;22.4;1.58;;;;Zotu1219;0.02306;0.04242;93.51;0.333;14.2;
Zotu1949;0.02441;0.03118;95.46;14.7;0.0833;;;;Zotu85;0.0348;0.04186;94.01;23;9.67;;;;Zotu255;0.02273;0.04182;93.55;16;2.5;
Zotu791;0.02439;0.03117;95.49;14.6;0;;;;Zotu532;0.03356;0.04037;94.05;1.73;21.7;;;;Zotu156;0.02255;0.04148;93.59;17.8;16;
Zotu1838;0.02424;0.03097;95.53;14.5;0;;;;Zotu614;0.03348;0.04028;94.09;0.364;20.3;;;;Zotu1010;0.02252;0.04144;93.64;15.8;2.58;
Zotu337;0.02415;0.03086;95.56;15.6;1.42;;;;Zotu1580;0.03324;0.03999;94.13;4.18;23.4;;;;Zotu269;0.02241;0.04122;93.68;10.8;11.5;
Zotu177;0.02407;0.03075;95.59;8.55;17.2;;;;Zotu243;0.03319;0.03993;94.17;0;19.9;;;;Zotu254;0.02183;0.04016;93.72;14.6;14.8;
Zotu254;0.024;0.03067;95.62;0.182;14.6;;;;Zotu484;0.03317;0.0399;94.21;0.182;20.1;;;;Zotu375;0.02167;0.03986;93.76;6.75;15.1;
Zotu156;0.0238;0.03041;95.65;5;17.8;;;;Zotu1995;0.03293;0.03961;94.25;21.4;2.5;;;;Zotu386;0.02067;0.03803;93.79;14.3;2.08;
Zotu119;0.02343;0.02994;95.68;15.6;3;;;;Zotu289;0.03278;0.03943;94.29;0;19.7;;;;Zotu994;0.02042;0.03756;93.83;0.25;12.5;
Zotu293;0.02336;0.02984;95.71;0.818;14.8;;;;Zotu191;0.03181;0.03826;94.33;9.55;24.1;;;;Zotu270;0.02025;0.03726;93.87;1.75;12.6;
Zotu1468;0.02335;0.02983;95.74;0.364;14.3;;;;Zotu238;0.03158;0.03798;94.37;0.364;19.3;;;;Zotu368;0.02005;0.03688;93.91;6.75;13.4;
Zotu1010;0.02301;0.02939;95.77;3.09;15.8;;;;Zotu194;0.03146;0.03785;94.4;0.545;19.3;;;;Zotu206;0.01991;0.03662;93.94;17.3;11.5;
Zotu1171;0.02287;0.02921;95.8;17.3;5.25;;;;Zotu279;0.03115;0.03747;94.44;0.273;18.9;;;;Zotu291;0.01963;0.03611;93.98;2.92;14.6;
Zotu302;0.02245;0.02868;95.82;13.1;4.67;;;;Zotu353;0.03056;0.03675;94.48;0;18.3;;;;Zotu173;0.01956;0.03599;94.01;7;10.8;
Zotu203;0.02244;0.02867;95.85;5.18;10.6;;;;Zotu355;0.02967;0.03569;94.51;0.364;18;;;;Zotu182;0.01949;0.03586;94.05;1;12.3;
Zotu699;0.02215;0.0283;95.88;12;5.83;;;;Zotu1344;0.02956;0.03555;94.55;4.45;21.6;;;;Zotu299;0.01949;0.03586;94.09;13.7;2.17;
Zotu386;0.02202;0.02813;95.91;1.18;14.3;;;;Zotu67;0.02943;0.0354;94.59;21.1;9.75;;;;Zotu563;0.01933;0.03556;94.12;9.92;13.3;
Zotu2240;0.02182;0.02788;95.94;1.91;15;;;;Zotu1045;0.02936;0.03531;94.62;0.818;18.4;;;;Zotu2231;0.01917;0.03526;94.16;1.17;11.9;
Zotu2109;0.02176;0.0278;95.97;1;13.9;;;;Zotu293;0.02932;0.03526;94.66;0.818;18.2;;;;Zotu112;0.01882;0.03462;94.19;11;7.42;
Zotu1500;0.02165;0.02767;95.99;14.1;1.42;;;;Zotu1880;0.02867;0.03449;94.69;17.3;0.0833;;;;Zotu175;0.01877;0.03454;94.23;7.67;16.9;
Zotu768;0.02163;0.02763;96.02;14.5;2.25;;;;Zotu1284;0.0285;0.03428;94.73;3.91;20.3;;;;Zotu311;0.0187;0.03441;94.26;4;12.9;
Zotu299;0.02162;0.02762;96.05;0.727;13.7;;;;Zotu271;0.0278;0.03344;94.76;1.09;17.5;;;;Zotu1950;0.01863;0.03428;94.3;2.33;12.6;
Zotu390;0.0215;0.02747;96.08;0.182;13.1;;;;Zotu2163;0.02761;0.03321;94.79;17.5;1.25;;;;Zotu32;0.01852;0.03407;94.33;16.2;10.7;
Zotu141;0.02145;0.02741;96.1;7.36;15.1;;;;Zotu160;0.02722;0.03274;94.82;0;16.3;;;;Zotu214;0.01833;0.03373;94.36;3.25;10.8;
Zotu138;0.02096;0.02678;96.13;0.545;13;;;;Zotu175;0.02713;0.03264;94.86;0.636;16.9;;;;Zotu138;0.01822;0.03352;94.4;13;4.25;
Zotu827;0.02052;0.02621;96.16;12.5;0.417;;;;Zotu1334;0.02701;0.03249;94.89;16.3;0.0833;;;;Zotu1848;0.01803;0.03317;94.43;16;15.2;
Zotu1793;0.02033;0.02597;96.18;1.36;13.5;;;;Zotu403;0.02682;0.03226;94.92;16.1;0;;;;Zotu624;0.01782;0.03279;94.46;10.6;9.33;
Zotu240;0.02032;0.02596;96.21;0.273;12.3;;;;Zotu296;0.02678;0.03221;94.95;1.64;16.9;;;;Zotu280;0.01775;0.03266;94.5;13.2;3.75;
Zotu437;0.01991;0.02544;96.23;2.91;13.8;;;;Zotu1979;0.02667;0.03208;94.99;18.1;3.5;;;;Zotu2068;0.01755;0.03228;94.53;9.33;7.42;
Zotu280;0.01972;0.0252;96.26;5.45;13.2;;;;Zotu1743;0.026;0.03127;95.02;5.82;14.3;;;;Zotu653;0.01755;0.03228;94.56;7;9.5;
Zotu1685;0.01961;0.02505;96.28;0.818;12.6;;;;Zotu183;0.02592;0.03118;95.05;0.0909;15.6;;;;Zotu127;0.01704;0.03134;94.59;5.33;8.75;
Zotu155;0.01955;0.02497;96.31;13.5;2.67;;;;Zotu118;0.02561;0.0308;95.08;4.36;17.7;;;;Zotu153;0.01704;0.03134;94.62;12.7;5.08;
Zotu487;0.01952;0.02494;96.33;3.18;14.2;;;;Zotu2112;0.02539;0.03054;95.11;18.4;5.92;;;;Zotu2109;0.01701;0.0313;94.65;13.9;12.7;
Zotu385;0.01934;0.02471;96.36;8.09;8.33;;;;Zotu1007;0.02516;0.03027;95.14;4.73;13.3;;;;Zotu358;0.01692;0.03113;94.68;10.2;0.0833;
Zotu153;0.01927;0.02462;96.38;1.64;12.7;;;;Zotu337;0.02509;0.03018;95.17;15.6;0.583;;;;Zotu487;0.0166;0.03053;94.72;14.2;6.67;
Zotu92;0.01914;0.02446;96.41;14.2;4.83;;;;Zotu317;0.02509;0.03018;95.2;15.1;0.0833;;;;Zotu376;0.01653;0.03041;94.75;7.33;7.67;
Zotu309;0.01914;0.02446;96.43;11.6;0.333;;;;Zotu313;0.02501;0.03009;95.23;0.0909;15.1;;;;Zotu151;0.01641;0.03019;94.78;11.9;6.42;
Zotu151;0.01913;0.02444;96.46;0.455;11.9;;;;Zotu1886;0.02458;0.02957;95.26;15.1;3.25;;;;Zotu423;0.01634;0.03007;94.81;0.167;9.92;
Zotu269;0.01895;0.02421;96.48;6.82;10.8;;;;Zotu1949;0.02455;0.02952;95.29;14.7;0;;;;Zotu1793;0.01623;0.02985;94.84;13.5;12.5;
Zotu265;0.01847;0.0236;96.5;0;11.1;;;;Zotu440;0.02439;0.02934;95.32;6.91;17.7;;;;Zotu437;0.01611;0.02964;94.87;13.8;9;
Zotu334;0.0183;0.02338;96.53;11.1;0.25;;;;Zotu791;0.02439;0.02934;95.35;14.6;0;;;;Zotu312;0.01565;0.02879;94.89;0.833;9;
Zotu160;0.01819;0.02325;96.55;0;10.9;;;;Zotu254;0.02433;0.02927;95.38;0.182;14.8;;;;Zotu665;0.01551;0.02853;94.92;3.25;10.6;
Zotu2213;0.01817;0.02321;96.57;11.1;0.417;;;;Zotu1848;0.02422;0.02913;95.41;0.636;15.2;;;;Zotu390;0.01549;0.02849;94.95;13.1;5.17;
Zotu73;0.01804;0.02305;96.6;4.45;13.3;;;;Zotu1838;0.02413;0.02902;95.44;14.5;0.0833;;;;Zotu383;0.01544;0.02841;94.98;0.583;9.5;
Zotu2052;0.01787;0.02283;96.62;9;7.75;;;;Zotu416;0.0239;0.02875;95.46;2.27;15.1;;;;Zotu447;0.01516;0.02789;95.01;9.5;0.917;
Zotu223;0.01777;0.0227;96.64;9.18;9.42;;;;Zotu240;0.02388;0.02872;95.49;0.273;14.4;;;;Zotu241;0.01514;0.02785;95.04;0;9.08;
Zotu862;0.01773;0.02265;96.67;10.6;0;;;;Zotu119;0.02371;0.02852;95.52;15.6;2;;;;Zotu1685;0.01512;0.02781;95.06;12.6;4;
Zotu18;0.0177;0.02262;96.69;12.3;2.5;;;;Zotu1171;0.02371;0.02852;95.55;17.3;4.5;;;;Zotu2240;0.01512;0.02781;95.09;15;7.08;
Zotu1926;0.01763;0.02252;96.71;0.273;10.8;;;;Zotu1219;0.02361;0.0284;95.58;0;14.2;;;;Zotu1792;0.01505;0.02768;95.12;3.33;9.08;
Zotu778;0.01727;0.02207;96.73;10.4;0;;;;Zotu112;0.02345;0.0282;95.61;13.8;7.42;;;;Zotu418;0.01493;0.02747;95.15;0.0833;9;
Zotu534;0.01721;0.02199;96.75;10.1;2.75;;;;Zotu302;0.02309;0.02778;95.63;13.1;5.08;;;;Zotu744;0.01486;0.02734;95.17;1.5;8.58;
Zotu87;0.01718;0.02196;96.78;1.82;10.6;;;;Zotu368;0.02282;0.02744;95.66;4.36;13.4;;;;Zotu1934;0.01472;0.02709;95.2;0;8.83;
Zotu438;0.01712;0.02187;96.8;10.3;0;;;;Zotu768;0.02263;0.02722;95.69;14.5;1.17;;;;Zotu78;0.01465;0.02696;95.23;1;9.33;
Zotu30;0.01643;0.02099;96.82;1.09;10.6;;;;Zotu291;0.02246;0.02702;95.72;5.09;14.6;;;;Zotu336;0.01456;0.02679;95.25;11.6;9.92;
Zotu2117;0.01629;0.02081;96.84;10.2;0.833;;;;Zotu309;0.02235;0.02688;95.74;11.6;4.83;;;;Zotu507;0.01451;0.0267;95.28;7.58;6.08;
Zotu452;0.01606;0.02052;96.86;1.55;10.8;;;;Zotu680;0.02198;0.02644;95.77;8.64;7.25;;;;Zotu84;0.01451;0.0267;95.31;1.75;9.42;
Zotu120;0.016;0.02044;96.88;0.182;9.75;;;;Zotu1500;0.02178;0.0262;95.8;14.1;1.42;;;;Zotu354;0.01435;0.0264;95.33;3.08;8.83;
Zotu113;0.01597;0.02041;96.9;9.82;0.583;;;;Zotu292;0.02153;0.02589;95.82;0;12.9;;;;Zotu13;0.01426;0.02623;95.36;7.5;11.2;
Zotu1003;0.01593;0.02036;96.92;3.18;10.2;;;;Zotu203;0.0214;0.02574;95.85;5.18;10.8;;;;Zotu2027;0.01412;0.02598;95.39;2.33;8.08;
Zotu447;0.01561;0.01994;96.94;0.273;9.5;;;;Zotu375;0.02138;0.02571;95.87;2.64;15.1;;;;Zotu2253;0.01412;0.02598;95.41;0.833;9.08;
Zotu2068;0.01533;0.01958;96.96;0.364;9.33;;;;Zotu156;0.02116;0.02545;95.9;5;16;;;;Zotu1003;0.0141;0.02594;95.44;10.2;3.83;
Zotu292;0.01514;0.01934;96.98;0;9.08;;;;Zotu1484;0.02106;0.02533;95.92;7.82;16.2;;;;Zotu388;0.0141;0.02594;95.46;5.75;9.25;
Zotu191;0.01494;0.01908;97;9.55;10.6;;;;Zotu994;0.02083;0.02506;95.95;0;12.5;;;;Zotu41;0.01405;0.02585;95.49;0.583;8.92;
Zotu128;0.01481;0.01892;97.02;9.36;0.75;;;;Zotu827;0.02076;0.02497;95.97;12.5;0;;;;Zotu1926;0.01398;0.02572;95.52;10.8;3.5;
Zotu1252;0.01475;0.01884;97.04;9.36;0.667;;;;Zotu699;0.02052;0.02468;96;12;5.42;;;;Zotu802;0.01391;0.02559;95.54;8.08;10.3;
Zotu336;0.01471;0.01879;97.06;4.82;11.6;;;;Zotu270;0.02039;0.02453;96.02;1.45;12.6;;;;Zotu809;0.0137;0.02521;95.57;6.58;10.2;
Zotu225;0.0146;0.01865;97.08;9.09;1.17;;;;Zotu105;0.02028;0.02439;96.05;13.5;6;;;;Zotu608;0.0137;0.02521;95.59;4;9.67;
Zotu368;0.01438;0.01837;97.09;4.36;6.75;;;;Zotu1422;0.02021;0.02431;96.07;1.09;12.9;;;;Zotu213;0.01366;0.02513;95.62;9.58;1.75;
Zotu624;0.01428;0.01825;97.11;4.91;10.6;;;;Zotu1950;0.02006;0.02413;96.1;0.909;12.6;;;;Zotu162;0.01336;0.02457;95.64;0.25;7.92;
Zotu680;0.0139;0.01776;97.13;8.64;0.583;;;;Zotu311;0.02004;0.0241;96.12;6.36;12.9;;;;Zotu385;0.01336;0.02457;95.67;8.33;6.92;
Zotu1922;0.01385;0.0177;97.15;1.27;8.92;;;;Zotu182;0.01973;0.02374;96.14;0.818;12.3;;;;Zotu379;0.01324;0.02436;95.69;0.0833;8;
Zotu1020;0.01378;0.0176;97.16;0.909;8.92;;;;Zotu2109;0.01949;0.02345;96.17;1;12.7;;;;Zotu1046;0.01322;0.02432;95.71;8.75;0.833;
Zotu1002;0.01366;0.01745;97.18;1.45;8.67;;;;Zotu269;0.01949;0.02345;96.19;6.82;11.5;;;;Zotu130;0.01313;0.02415;95.74;7.83;3.17;
Zotu802;0.01347;0.01721;97.2;0;8.08;;;;Zotu265;0.01944;0.02339;96.21;0;11.7;;;;Zotu699;0.01313;0.02415;95.76;5.83;5.42;
Zotu456;0.01341;0.01713;97.22;6.18;3.67;;;;Zotu206;0.01917;0.02305;96.24;0;11.5;;;;Zotu1002;0.01303;0.02398;95.79;8.67;1;
Zotu837;0.01318;0.01684;97.23;7.91;0;;;;Zotu1793;0.01889;0.02272;96.26;1.36;12.5;;;;Zotu823;0.01296;0.02385;95.81;7.5;11.3;
Zotu154;0.01316;0.01681;97.25;8.82;3.33;;;;Zotu334;0.01842;0.02216;96.28;11.1;0.0833;;;;Zotu764;0.01289;0.02372;95.83;9.42;8.08;
Zotu1007;0.01314;0.01679;97.27;4.73;4.75;;;;Zotu164;0.01835;0.02207;96.3;3.64;10.1;;;;Zotu373;0.01264;0.02325;95.86;7.17;9.25;
Zotu164;0.01312;0.01676;97.28;3.64;6.25;;;;Zotu2213;0.0183;0.02201;96.33;11.1;0.25;;;;Zotu147;0.01257;0.02312;95.88;9.92;2.58;
Zotu1707;0.01304;0.01666;97.3;8.09;1.42;;;;Zotu214;0.01795;0.0216;96.35;0.0909;10.8;;;;Zotu1839;0.01257;0.02312;95.9;4.25;7.67;
Zotu1046;0.01284;0.01641;97.32;1.45;8.75;;;;Zotu534;0.01787;0.02149;96.37;10.1;3.58;;;;Zotu680;0.01227;0.02257;95.93;0.583;7.25;
Zotu195;0.01265;0.01616;97.33;0.455;7.83;;;;Zotu385;0.01782;0.02143;96.39;8.09;6.92;;;;Zotu452;0.01225;0.02253;95.95;10.8;6.42;
Zotu348;0.01232;0.01574;97.35;1.09;8;;;;Zotu173;0.0178;0.02141;96.41;0.182;10.8;;;;Zotu2249;0.0122;0.02244;95.97;1.42;8.5;
Zotu376;0.01222;0.01562;97.36;0;7.33;;;;Zotu862;0.01773;0.02132;96.43;10.6;0;;;;Zotu223;0.01218;0.0224;95.99;9.42;4.58;
Zotu397;0.0121;0.01545;97.38;7.36;0.333;;;;Zotu286;0.01768;0.02126;96.45;6.91;11.7;;;;Zotu208;0.01215;0.02236;96.02;3.08;6.5;
Zotu507;0.01196;0.01528;97.4;0.636;7.58;;;;Zotu665;0.01734;0.02085;96.48;0.182;10.6;;;;Zotu352;0.01206;0.02219;96.04;0.417;7.42;
Zotu1086;0.01182;0.0151;97.41;7.09;0;;;;Zotu778;0.01726;0.02076;96.5;10.4;0.0833;;;;Zotu2210;0.01204;0.02214;96.06;0.0833;7.25;
Zotu175;0.01174;0.015;97.43;0.636;7.67;;;;Zotu438;0.01716;0.02064;96.52;10.3;0.0833;;;;Zotu1624;0.01204;0.02214;96.08;0.167;7.33;
Zotu340;0.01167;0.01491;97.44;0;7;;;;Zotu802;0.01708;0.02055;96.54;0;10.3;;;;Zotu42;0.01201;0.0221;96.11;7;9.58;
Zotu1530;0.01155;0.01476;97.46;6.27;2.42;;;;Zotu809;0.01684;0.02026;96.56;0.0909;10.2;;;;Zotu458;0.01199;0.02206;96.13;6.5;5.92;
Zotu173;0.01152;0.01471;97.47;0.182;7;;;;Zotu1934;0.01682;0.02023;96.58;2.55;8.83;;;;Zotu1129;0.01194;0.02197;96.15;3.42;7.17;
Zotu1199;0.01146;0.01465;97.48;6.91;0.333;;;;Zotu423;0.01653;0.01988;96.6;0;9.92;;;;Zotu431;0.01185;0.0218;96.17;4.08;4.42;
Zotu345;0.01114;0.01423;97.5;1.27;6.83;;;;Zotu2117;0.01649;0.01983;96.62;10.2;0.5;;;;Zotu345;0.01176;0.02163;96.19;6.83;10;
Zotu542;0.01112;0.01421;97.51;0.364;6.92;;;;Zotu345;0.01583;0.01904;96.64;1.27;10;;;;Zotu114;0.01155;0.02125;96.21;0.667;7.17;
Zotu13;0.01088;0.01391;97.53;7.18;7.5;;;;Zotu383;0.01576;0.01895;96.66;0.0909;9.5;;;;Zotu512;0.01153;0.02121;96.24;4.08;8.83;
Zotu416;0.01086;0.01387;97.54;2.27;7.83;;;;Zotu223;0.01564;0.01882;96.67;9.18;4.58;;;;Zotu348;0.0115;0.02117;96.26;8;1.17;
Zotu809;0.01082;0.01383;97.55;0.0909;6.58;;;;Zotu653;0.01556;0.01871;96.69;2.73;9.5;;;;Zotu1805;0.01137;0.02091;96.28;0.417;7;
Zotu132;0.01082;0.01383;97.57;0.818;6.58;;;;Zotu13;0.01533;0.01844;96.71;7.18;11.2;;;;Zotu497;0.01111;0.02044;96.3;0.667;6.33;
Zotu377;0.01078;0.01378;97.58;6.55;0.167;;;;Zotu1861;0.01532;0.01842;96.73;0.727;9.92;;;;Zotu164;0.01093;0.0201;96.32;6.25;10.1;
Zotu458;0.01073;0.01371;97.6;0.0909;6.5;;;;Zotu608;0.01523;0.01832;96.75;0.727;9.67;;;;Zotu263;0.01083;0.01993;96.34;6.17;7.17;
Zotu1383;0.01069;0.01366;97.61;7.73;3.25;;;;Zotu241;0.01514;0.01821;96.77;0;9.08;;;;Zotu668;0.01069;0.01967;96.36;3.17;7.17;
Zotu539;0.01067;0.01363;97.62;6.45;0.0833;;;;Zotu84;0.01509;0.01815;96.78;1.09;9.42;;;;Zotu326;0.01051;0.01933;96.38;3.83;6.58;
Zotu1817;0.01063;0.01358;97.64;1.91;7.67;;;;Zotu312;0.015;0.01804;96.8;0;9;;;;Zotu17;0.01042;0.01916;96.4;5.83;7.17;
Zotu614;0.01053;0.01345;97.65;0.364;6.67;;;;Zotu225;0.01499;0.01803;96.82;9.09;0.25;;;;Zotu516;0.01028;0.01891;96.41;0.25;6.25;
Zotu405;0.01051;0.01342;97.66;0.818;6.83;;;;Zotu1792;0.01494;0.01797;96.84;0.182;9.08;;;;Zotu143;0.01028;0.01891;96.43;6.58;3.25;
Zotu143;0.01044;0.01334;97.68;0.909;6.58;;;;Zotu1252;0.01491;0.01794;96.86;9.36;0.417;;;;Zotu179;0.01021;0.01878;96.45;0.583;6.17;
Zotu121;0.01043;0.01332;97.69;7;3.17;;;;Zotu624;0.01487;0.01789;96.87;4.91;9.33;;;;Zotu540;0.01007;0.01853;96.47;2;6.67;
Zotu439;0.0103;0.01316;97.7;6.18;0;;;;Zotu128;0.0148;0.0178;96.89;9.36;0.833;;;;Zotu340;0.009977;0.01835;96.49;7;7.5;
Zotu273;0.0103;0.01316;97.72;6.18;0;;;;Zotu1820;0.0148;0.0178;96.91;5.27;5;;;;Zotu258;0.009884;0.01818;96.51;0.0833;6;
Zotu375;0.01029;0.01315;97.73;2.64;6.75;;;;Zotu1707;0.01476;0.01775;96.93;8.09;3.42;;;;Zotu777;0.009861;0.01814;96.53;0.5;6.17;
